Actor/Actress	Movie	Year
GREEN, BRIAN AUSTIN	STAY COOL	2009
GROSS, MICHAEL (I)	STAY COOL	2009
HOLLEY, BRANDON G.	STAY COOL	2009
HOLLOWAY, JOSH (I)	STAY COOL	2009
POLISH, MARK	STAY COOL	2009
RYDER, WINONA	STAY COOL	2009
SHACKELFORD, DAVID	STAY COOL	2009
ST. CLAIR, JESSICA	STAY COOL	2009
THIERIOT, MAX	STAY COOL	2009
WAGNER, JOBETH	STAY COOL	2009
WALLACE, DEE (II)	STAY COOL	2009
WILLIAMS, TROY (II)	STAY COOL	2009
BAHNS, MAXINE	CHARLIE VALENTINE	2009
BARRY, RAYMOND J.	CHARLIE VALENTINE	2009
BAUER, STEVEN	CHARLIE VALENTINE	2009
BERENGER, TOM	CHARLIE VALENTINE	2009
BLANCHE, ROBERT (I)	CHARLIE VALENTINE	2009
DAVID, KEITH (I)	CHARLIE VALENTINE	2009
DAVIS, EURYDICE	CHARLIE VALENTINE	2009
DE MARE, VICTORIA	CHARLIE VALENTINE	2009
HUES, MATTHIAS	CHARLIE VALENTINE	2009
LAFONTAINE, LUKE	CHARLIE VALENTINE	2009
MATTEY, DAVID	CHARLIE VALENTINE	2009
NGUYEN, WESTLEY	CHARLIE VALENTINE	2009
PEARL, DAVID (III)	CHARLIE VALENTINE	2009
RUSSO, JAMES (I)	CHARLIE VALENTINE	2009
STOKES, CHRISTIAN (I)	CHARLIE VALENTINE	2009
TARANTO, GLENN	CHARLIE VALENTINE	2009
TRIMBLE, JERRY	CHARLIE VALENTINE	2009
VANDENBERG, DOMINIQUIE	CHARLIE VALENTINE	2009
WEATHERLY, MICHAEL (I)	CHARLIE VALENTINE	2009
WELLS, VERNON (I)	CHARLIE VALENTINE	2009
ABBASS, HIAM	THE NATIVITY STORY	2006
AGHDASHLOO, SHOHREH	THE NATIVITY STORY	2006
EBOUANEY, ERIQ	THE NATIVITY STORY	2006
HINDS, CIAR·N	THE NATIVITY STORY	2006
ISAAC, OSCAR	THE NATIVITY STORY	2006
RUSOFF, TED	THE NATIVITY STORY	2006
SCIÚ, YVONNE	THE NATIVITY STORY	2006
SCUDAMORE, STEWART	THE NATIVITY STORY	2006
SIDDIG, ALEXANDER	THE NATIVITY STORY	2006
SOUALEM, ZINEDINE	THE NATIVITY STORY	2006
TOUB, SHAUN	THE NATIVITY STORY	2006
TOWNSEND, STANLEY	THE NATIVITY STORY	2006
YOUNG, SHELBY (I)	THE NATIVITY STORY	2006
BENFIELD, JOHN	IN THE NAME OF THE FATHER	1993
BROPHY, ANTHONY	IN THE NAME OF THE FATHER	1993
BURROWS, SAFFRON	IN THE NAME OF THE FATHER	1993
DAVIS, PHILIP (I)	IN THE NAME OF THE FATHER	1993
DAY-LEWIS, DANIEL	IN THE NAME OF THE FATHER	1993
DENHAM, TONY (I)	IN THE NAME OF THE FATHER	1993
DUNNE, MARTIN	IN THE NAME OF THE FATHER	1993
GRAHAM, RICHARD (I)	IN THE NAME OF THE FATHER	1993
HARPER, FRANK (I)	IN THE NAME OF THE FATHER	1993
HARRIS, JAMIE (I)	IN THE NAME OF THE FATHER	1993
HAYDEN, LUKE	IN THE NAME OF THE FATHER	1993
HOGAN, BOSCO	IN THE NAME OF THE FATHER	1993
LAWLOR, SEAN	IN THE NAME OF THE FATHER	1993
LYNCH, JOHN (I)	IN THE NAME OF THE FATHER	1993
MAGUIRE, OLIVER	IN THE NAME OF THE FATHER	1993
MCCAFFERTY, FRANKIE	IN THE NAME OF THE FATHER	1993
MCSORLEY, GERARD	IN THE NAME OF THE FATHER	1993
O'LEARY, JER	IN THE NAME OF THE FATHER	1993
O'NEILL, TERRY (I)	IN THE NAME OF THE FATHER	1993
POSTLETHWAITE, PETE	IN THE NAME OF THE FATHER	1993
REDGRAVE, CORIN	IN THE NAME OF THE FATHER	1993
SHEPPARD, MARK (I)	IN THE NAME OF THE FATHER	1993
SMITH, BRITTA	IN THE NAME OF THE FATHER	1993
THOMPSON, EMMA (I)	IN THE NAME OF THE FATHER	1993
TOWNSEND, STANLEY	IN THE NAME OF THE FATHER	1993
WHYTE, MAL	IN THE NAME OF THE FATHER	1993
WILKINSON, TOM (I)	IN THE NAME OF THE FATHER	1993
BEESLEY, MAX	HOTEL	2001
BOVELL, BRIAN	HOTEL	2001
BURROWS, SAFFRON	HOTEL	2001
DI STEFANO, ANDREA (I)	HOTEL	2001
DICENZO, GEORGE	HOTEL	2001
FULFORD, CHRISTOPHER	HOTEL	2001
GOLINO, VALERIA	HOTEL	2001
HAYEK, SALMA	HOTEL	2001
HUSTON, DANNY	HOTEL	2001
IFANS, RHYS	HOTEL	2001
ISAACS, JASON (I)	HOTEL	2001
LIU, LUCY (I)	HOTEL	2001
LONG, MARK (I)	HOTEL	2001
MAESTRO, MÌA	HOTEL	2001
MALKOVICH, JOHN	HOTEL	2001
MORANTE, LAURA	HOTEL	2001
MUTI, ORNELLA	HOTEL	2001
REYNOLDS, BURT (I)	HOTEL	2001
ROCCA, STEFANIA	HOTEL	2001
SANDS, JULIAN	HOTEL	2001
SCHWIMMER, DAVID (I)	HOTEL	2001
STRONG, MARK (II)	HOTEL	2001
WILLIAMS, HEATHCOTE	HOTEL	2001
BRISTOW, DOUGLAS (I)	CYBORG COP III	1995
CAPRARI, TONY	CYBORG COP III	1995
GENESSE, BRYAN	CYBORG COP III	1995
MAVIMBELA, ISAAC	CYBORG COP III	1995
MCSHANE, JENNY	CYBORG COP III	1995
ROBERTS, IAN (I)	CYBORG COP III	1995
YULE, IAN	CYBORG COP III	1995
ZAGARINO, FRANK	CYBORG COP III	1995
ANDERS, ED	PUMPKINHEAD II: BLOOD WINGS	1993
CHAUVIN, LILYAN	PUMPKINHEAD II: BLOOD WINGS	1993
CLINTON, ROGER	PUMPKINHEAD II: BLOOD WINGS	1993
EDMOND, J. TREVOR	PUMPKINHEAD II: BLOOD WINGS	1993
FRYE, SOLEIL MOON	PUMPKINHEAD II: BLOOD WINGS	1993
HARPER, HILL (I)	PUMPKINHEAD II: BLOOD WINGS	1993
HARVEY, ROBERT (I)	PUMPKINHEAD II: BLOOD WINGS	1993
HODDER, KANE	PUMPKINHEAD II: BLOOD WINGS	1993
KREVOY, CECILE	PUMPKINHEAD II: BLOOD WINGS	1993
MANOUX, J.P.	PUMPKINHEAD II: BLOOD WINGS	1993
MCCRACKEN, MARK (I)	PUMPKINHEAD II: BLOOD WINGS	1993
MIHAILOFF, R.A.	PUMPKINHEAD II: BLOOD WINGS	1993
QUIGLEY, LINNEA	PUMPKINHEAD II: BLOOD WINGS	1993
ROBINSON, ANDREW (I)	PUMPKINHEAD II: BLOOD WINGS	1993
UNGER, JOE	PUMPKINHEAD II: BLOOD WINGS	1993
BALTZ, KIRK	NATURAL BORN KILLERS	1994
BELL, MARSHALL	NATURAL BORN KILLERS	1994
BITSUI, JEREMIAH	NATURAL BORN KILLERS	1994
BRODY, ADRIEN (I)	NATURAL BORN KILLERS	1994
CHIN, GLEN	NATURAL BORN KILLERS	1994
CIARFALIO, CARL	NATURAL BORN KILLERS	1994
CONNA, EDWARD	NATURAL BORN KILLERS	1994
CROMBIE, PETER (I)	NATURAL BORN KILLERS	1994
CROSBY, DOUGLAS	NATURAL BORN KILLERS	1994
DANGERFIELD, RODNEY	NATURAL BORN KILLERS	1994
DETHERAGE, STEPHEN	NATURAL BORN KILLERS	1994
DILLON, PAUL (I)	NATURAL BORN KILLERS	1994
DOWNEY JR., ROBERT	NATURAL BORN KILLERS	1994
DYE, DALE	NATURAL BORN KILLERS	1994
FLAHERTY, LANNY	NATURAL BORN KILLERS	1994
GAMMON, JAMES (I)	NATURAL BORN KILLERS	1994
GETTY, BALTHAZAR	NATURAL BORN KILLERS	1994
GOLDRING, DANNY	NATURAL BORN KILLERS	1994
GRIFASI, JOE	NATURAL BORN KILLERS	1994
HARMON, MARK (I)	NATURAL BORN KILLERS	1994
HARRELSON, WOODY	NATURAL BORN KILLERS	1994
HARRIS, JARED (I)	NATURAL BORN KILLERS	1994
HARROLD, JAMIE	NATURAL BORN KILLERS	1994
HOWARD, ARLISS (I)	NATURAL BORN KILLERS	1994
JONES, O-LAN	NATURAL BORN KILLERS	1994
JONES, TOMMY LEE	NATURAL BORN KILLERS	1994
JUDD, ASHLEY	NATURAL BORN KILLERS	1994
LEWIS, JULIETTE (I)	NATURAL BORN KILLERS	1994
LINEBACK, RICHARD	NATURAL BORN KILLERS	1994
LOMBARDI, LOUIS (I)	NATURAL BORN KILLERS	1994
MCCLURG, EDIE	NATURAL BORN KILLERS	1994
MEANS, RUSSELL	NATURAL BORN KILLERS	1994
NEILSON, PHIL	NATURAL BORN KILLERS	1994
PASQUESI, DAVID	NATURAL BORN KILLERS	1994
PITILLO, MARIA	NATURAL BORN KILLERS	1994
REEDE, ROBYN	NATURAL BORN KILLERS	1994
RENNA, MELINDA	NATURAL BORN KILLERS	1994
SCHRADER, KEITH	NATURAL BORN KILLERS	1994
SIZEMORE, TOM	NATURAL BORN KILLERS	1994
STONE, SEAN (I)	NATURAL BORN KILLERS	1994
TICOTIN, RACHEL	NATURAL BORN KILLERS	1994
VINCE, PRUITT TAYLOR	NATURAL BORN KILLERS	1994
WATSON SR., JOHN M.	NATURAL BORN KILLERS	1994
WATSON, KEVIN (I)	NATURAL BORN KILLERS	1994
WEST, RED	NATURAL BORN KILLERS	1994
WRIGHT, STEVEN (I)	NATURAL BORN KILLERS	1994
XUEREB, EMMANUEL	NATURAL BORN KILLERS	1994
XUEREB, SALVATOR	NATURAL BORN KILLERS	1994
BABCOCK, TODD	GODS AND MONSTERS	1998
BETTS, JACK	GODS AND MONSTERS	1998
DARR, LISA	GODS AND MONSTERS	1998
DAVIDOVICH, LOLITA	GODS AND MONSTERS	1998
DUKES, DAVID (I)	GODS AND MONSTERS	1998
FABRIZIO, DAVID (I)	GODS AND MONSTERS	1998
FRASER, BRENDAN	GODS AND MONSTERS	1998
JAMES, JESSE (I)	GODS AND MONSTERS	1998
KIELY, MARK	GODS AND MONSTERS	1998
MCKELLEN, IAN	GODS AND MONSTERS	1998
MCKENZIE, MATT (I)	GODS AND MONSTERS	1998
MILLBERN, DAVID	GODS AND MONSTERS	1998
MILLS, JUDSON	GODS AND MONSTERS	1998
O'CONNOR, KEVIN J. (I)	GODS AND MONSTERS	1998
O'HAGAN, MICHAEL	GODS AND MONSTERS	1998
PLOTNICK, JACK	GODS AND MONSTERS	1998
REDGRAVE, LYNN	GODS AND MONSTERS	1998
ABRAHAM, F. MURRAY	CHILDREN OF THE REVOLUTION	1996
BILLING, ROY	CHILDREN OF THE REVOLUTION	1996
DAVIS, JUDY (I)	CHILDREN OF THE REVOLUTION	1996
GORBACHEV, MIKHAIL	CHILDREN OF THE REVOLUTION	1996
GRIFFITHS, RACHEL (I)	CHILDREN OF THE REVOLUTION	1996
MITCHELL, HEATHER (I)	CHILDREN OF THE REVOLUTION	1996
NAPIER, MARSHALL	CHILDREN OF THE REVOLUTION	1996
RADLEY, KEN	CHILDREN OF THE REVOLUTION	1996
REAGAN, RONALD (I)	CHILDREN OF THE REVOLUTION	1996
ROXBURGH, RICHARD	CHILDREN OF THE REVOLUTION	1996
RUSH, GEOFFREY	CHILDREN OF THE REVOLUTION	1996
STALIN, JOSEPH	CHILDREN OF THE REVOLUTION	1996
CHINLUND, NICK	RESURRECTION	1999
CRONENBERG, DAVID	RESURRECTION	1999
DAVIES, GLYNIS	RESURRECTION	1999
DELANY, DANA	RESURRECTION	1999
DELLAR, LOIS	RESURRECTION	1999
EASTWOOD, JAYNE	RESURRECTION	1999
FERRY, DAVID (I)	RESURRECTION	1999
FOX, RICK (I)	RESURRECTION	1999
FRICKER, BRENDA	RESURRECTION	1999
GANN, MERRILYN	RESURRECTION	1999
GLAVE, KAREN	RESURRECTION	1999
GLAVE, MATTHEW	RESURRECTION	1999
GORDON, BARBARA (II)	RESURRECTION	1999
GRAY, ROTHAFORD	RESURRECTION	1999
GYLLENHAAL, MAGGIE	RESURRECTION	1999
HARRISON, BJ	RESURRECTION	1999
HASKETT, ROGER	RESURRECTION	1999
JOY, ROBERT (I)	RESURRECTION	1999
KANAGAWA, HIRO	RESURRECTION	1999
KIDNIE, JAMES	RESURRECTION	1999
KOSTERMAN, MITCHELL	RESURRECTION	1999
KRAMER, KEN (I)	RESURRECTION	1999
LAMBERT, CHRISTOPHER (I)	RESURRECTION	1999
LONGMORE, SIMON	RESURRECTION	1999
MACNEILL, PETER (I)	RESURRECTION	1999
MEYLER, TONY	RESURRECTION	1999
MICHAEL, RYAN (I)	RESURRECTION	1999
MORENO, RITA (I)	RESURRECTION	1999
MURDOCH, LACHLAN (I)	RESURRECTION	1999
NEALE, DAVID (I)	RESURRECTION	1999
ORSER, LELAND	RESURRECTION	1999
POLLOCK, ALEXANDER	RESURRECTION	1999
POTTS, JONATHAN (I)	RESURRECTION	1999
SMITH, ROBERT (XVIII)	RESURRECTION	1999
SUROWIEC, SONNY	RESURRECTION	1999
TAYLOR, JOHN R. (I)	RESURRECTION	1999
